Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
2;1000002;2НДФЛ;Ремонт;0;0.45;мужской;0;0;высшее;менеджер среднего звена;>250;3;42;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000022;;Ремонт;0;;женский;0;0;Высшее/Второе высшее/Ученая степень;другое;;0;14;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000042;2НДФЛ;Ремонт;1;0.16;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;26;31;Другое;Государственное предприятие;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;5;1;0;0;33;33;0;0;0;0;0;0;0
2;1000062;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;женский;0;0;высшее;специалист;>250;1;6;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000082;2НДФЛ;Покупка автомобиля;1;0.34;мужской;0;0;высшее;вспомогательный персонал;>250;1;10;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000102;Поступление зарплаты на счет;Другое;1;0.54;женский;0;0;среднее;вспомогательный персонал;>250;1;14;27;Торговля;ООО;гражданский брак;1;0;0;0;0;0.0285714286;0;0;0;0;1;3;0;34;3;1;0;10;12;1;0;0;0;0;0;0
2;1000122;2НДФЛ;Ремонт;0;0.26;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;19;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000142;Поступление зарплаты на счет;Ремонт;1;0.4;мужской;0;0;высшее;менеджер среднего звена;>250;0;42;34;Информационные технологии;ЗАО;холост / не замужем;0;0;0;0;0;0.474137931;1;0;0;0;0;0;4;61;4;0;0;80;86;1;1;1;1;0;0;0
2;1000162;Поступление зарплаты на счет;Покупка бытовой техники;1;0.07;мужской;3;0;высшее;специалист;>250;0;25;34;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;3;23;3;0;2;9;80;0;0;0;0;0;0;0
2;1000182;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;незаконченное высшее;специалист;>250;0;104;46;Торговля;ООО;женат / замужем;1;0;0;0;0;0.229281768;1;0;0;0;0.3888888889;8;10;279;18;3;1;11;98;1;1;1;1;0;0;0
2;1000202;Поступление зарплаты на счет;Покупка автомобиля;1;0.2;женский;0;0;среднее-специальное;менеджер среднего звена;>250;1;46;27;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;0.75;3;1;22;4;1;1;3;19;0;0;0;0;0;0;0
2;1000222;2НДФЛ;Ремонт;0;0.18;мужской;1;0;высшее;вспомогательный персонал;>250;0;6;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000242;2НДФЛ;Ремонт;1;0.52;женский;0;0;высшее;менеджер среднего звена;>250;0;162;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000262;Поступление зарплаты на счет;Ремонт;0;0.49;женский;0;0;высшее;менеджер среднего звена;>250;1;21;27;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.2;1;4;97;5;0;0;7;74;0;0;0;0;0;0;0
2;1000282;Поступление зарплаты на счет;Ремонт;1;0.39;женский;0;0;высшее;менеджер среднего звена;>250;0;10;32;Другое;ООО;холост / не замужем;2;1;1;0;0;0;0;0;0;0;0.75;3;1;120;4;2;0;15;63;0;0;0;0;0;0;0
2;1000302;2НДФЛ;Ремонт;0;0.55;женский;0;0;высшее;специалист;>250;3;60;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000322;Поступление зарплаты на счет;Ремонт;0;0.41;женский;0;0;высшее;менеджер среднего звена;>250;0;167;45;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.0588235294;0;0;0;0;1;1;0;32;1;0;0;33;33;1;0;0;0;0;0;0
2;1000342;Форма банка (без печати работодателя);Другое;1;0.38;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000362;Форма банка (без печати работодателя);Отпуск;0;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;43;53;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.1055555556;1;0;0;0;0.375;4;4;161;8;3;3;12;98;1;0;0;0;0;0;0
2;1000382;2НДФЛ;Ремонт;0;0.38;мужской;0;0;высшее;специалист;>250;1;9;55;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000402;Форма банка (без печати работодателя);Ремонт;0;0.36;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000422;Форма банка (без печати работодателя);Ремонт;1;0.24;мужской;1;0;высшее;рабочий;< 50;0;5;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000442;Свободная форма с печатью работодателя;Ремонт;0;0.57;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000462;Свободная форма с печатью работодателя;Ремонт;0;0.38;женский;2;0;высшее;специалист;>250;0;53;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000482;Поступление зарплаты на счет;Ремонт;0;0.1;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000502;Форма банка (без печати работодателя);Ремонт;1;0.2;женский;0;0;высшее;менеджер среднего звена;>250;0;38;25;Торговля;ЗАО;женат / замужем;7;6;6;5;4;0.0785714286;0;1;1;1;0.0833333333;1;11;129;12;1;1;0;37;1;0;0;0;0;0;0
2;1000522;Форма банка (без печати работодателя);Другое;0;0.41;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000542;2НДФЛ;Ремонт;1;0.32;женский;2;0;незаконченное высшее;вспомогательный персонал;>250;0;79;32;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0.2054054054;0;0;0;0;0.75;3;1;147;4;1;0;10;69;1;1;1;1;0;0;0
2;1000562;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.27;мужской;1;0;среднее;менеджер среднего звена;>250;1;86;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000582;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.56;мужской;0;0;высшее;менеджер среднего звена;>250;0;27;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000602;Свободная форма с печатью работодателя;Ремонт;1;0.36;мужской;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000622;2НДФЛ;Покупка недвижимости/ строительство;1;0.31;мужской;2;0;высшее;рабочий;>250;3;59;41;Другое;ОАО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.2;1;4;64;5;1;0;14;41;0;0;0;0;0;0;0
2;1000642;Форма банка (без печати работодателя);Ремонт;0;0.13;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;57;51;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000662;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.09;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000682;Поступление зарплаты на счет;Покупка бытовой техники;0;0.16;женский;2;0;высшее;специалист;>250;0;15;31;Торговля;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
2;1000702;2НДФЛ;Ремонт;1;0.28;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000722;Форма банка (без печати работодателя);Ремонт;0;0.5;женский;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000742;Форма банка (без печати работодателя);Отпуск;0;0.53;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000762;Поступление зарплаты на счет;Ремонт;0;0.55;женский;2;0;среднее-специальное;менеджер среднего звена;>250;0;27;30;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;56;2;0;0;28;28;0;0;0;0;0;0;0
2;1000782;2НДФЛ;Покупка земли;1;0.57;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;97;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000802;Форма банка (без печати работодателя);Ремонт;1;0.25;мужской;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000822;Свободная форма с печатью работодателя;Ремонт;1;0.4;женский;1;0;*n.a.*;специалист;< 50;0;87;45;Другое;Иная форма;холост / не замужем;0;0;0;0;0;0.1428571429;0;0;0;0;0.5;1;1;24;2;0;0;11;64;1;0;0;0;0;0;0
2;1000842;Поступление зарплаты на счет;Ремонт;0;0.45;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000862;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000882;2НДФЛ;Ремонт;0;0.08;женский;0;0;высшее;менеджер среднего звена;>250;3;47;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000902;Форма банка (без печати работодателя);Покупка мебели;0;0.35;женский;0;0;высшее;вспомогательный персонал;>250;0;7;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000922;Свободная форма с печатью работодателя;Ремонт;1;0.41;мужской;0;0;высшее;менеджер высшего звена;< 50;0;29;56;Другое;ООО;женат / замужем;2;1;1;1;0;0;1;0;0;0;0.3333333333;2;4;77;6;1;1;9;100;0;0;0;0;0;0;0
2;1000942;Поступление зарплаты на счет;Ремонт;1;0.5;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;146;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000962;2НДФЛ;Ремонт;0;0.41;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1000982;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;менеджер по продажам;>250;0;6;30;Торговля;ЗАО;женат / замужем;1;1;1;0;0;0.012987013;1;1;0;0;0.8;5;0;76;5;3;0;3;61;1;0;0;0;0;0;0
2;1001002;Форма банка (без печати работодателя);Покупка автомобиля;1;0.26;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001022;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.44;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;12;38;Другое;ЗАО;женат / замужем;1;0;0;0;0;0;0;1;0;0;0.5;3;3;203;6;1;0;3;100;0;0;0;0;0;0;0
2;1001042;2НДФЛ;Ремонт;1;0.49;мужской;2;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001062;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;0;0;высшее;менеджер среднего звена;>250;0;46;45;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.0158730159;1;0;0;0;0.4;2;3;124;5;2;0;33;118;1;0;0;0;0;0;0
2;1001082;Форма банка (без печати работодателя);Ремонт;0;0.29;женский;1;0;высшее;специалист;>250;0;32;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001102;2НДФЛ;Покупка бытовой техники;0;0.28;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001122;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.42;женский;0;0;высшее;менеджер среднего звена;< 50;0;62;50;Торговля;ООО;женат / замужем;4;1;0;0;0;0.0571428571;1;2;2;0;0.4444444444;4;5;165;9;2;5;2;87;1;0;0;0;0;0;0
2;1001142;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.32;мужской;0;0;высшее;специалист;>250;0;12;48;Торговля;ООО;женат / замужем;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;
2;1001162;Форма банка (без печати работодателя);Ремонт;1;0.54;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001182;2НДФЛ;Ремонт;0;0.4;мужской;1;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001202;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;97;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001222;Свободная форма с печатью работодателя;Обучение;1;0.45;женский;0;0;высшее;специалист;>250;0;13;35;Другое;ОАО;разведен / разведена;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001242;Поступление зарплаты на счет;Ремонт;0;0.46;мужской;0;0;среднее;рабочий;>250;0;35;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001262;Поступление зарплаты на счет;Ремонт;1;0.3;женский;0;0;среднее;рабочий;>250;0;9;32;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
2;1001282;2НДФЛ;Ремонт;1;0.51;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;120;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001302;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;0;0;высшее;менеджер среднего звена;>250;0;12;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001322;Поступление зарплаты на счет;Ремонт;1;0.51;женский;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;34;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001342;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;среднее-специальное;рабочий;>250;0;89;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001362;Форма банка (без печати работодателя);Покупка автомобиля;0;0.39;мужской;1;0;высшее;специалист;>250;0;52;47;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001382;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;< 50;1;96;37;Другое;ЗАО;женат / замужем;2;0;0;0;0;0.012987013;1;1;1;0;0.5714285714;5;2;76;7;3;0;2;74;1;0;0;0;0;0;0
2;1001402;Поступление зарплаты на счет;Ремонт;1;0.12;женский;1;0;среднее;менеджер высшего звена;>250;0;8;40;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.2359550562;0;0;0;0;0;0;8;136;8;0;0;19;182;1;1;1;1;0;0;0
2;1001422;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;незаконченное высшее;специалист;>250;0;26;58;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001442;2НДФЛ;Покупка недвижимости/ строительство;1;0.28;мужской;0;0;незаконченное высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001462;2НДФЛ;Ремонт;1;0.42;женский;1;0;высшее;специалист;>250;0;44;31;Торговля;ООО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0.3333333333;1;2;12;3;0;0;11;66;0;0;0;0;0;0;0
2;1001482;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;среднее;специалист;>250;0;97;42;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.5;3;3;110;6;2;0;16;53;0;0;0;0;0;0;0
2;1001502;2НДФЛ;Покупка недвижимости/ строительство;1;0.55;женский;1;0;среднее;специалист;>250;0;20;36;Торговля;ООО;разведен / разведена;4;2;2;2;2;0.0045454545;0;1;0;0;0.2941176471;5;12;219;17;4;1;4;93;1;0;0;0;0;0;0
2;1001522;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001542;Форма банка (без печати работодателя);Ремонт;1;0.44;женский;0;0;среднее-специальное;торговый представитель;>250;0;6;50;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1111111111;0;0;0;0;0;0;3;48;3;0;2;28;86;1;0;0;0;0;0;0
2;1001562;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;незаконченное высшее;специалист;>250;0;23;24;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;43;1;0;0;78;78;0;0;0;0;0;0;0
2;1001582;Форма банка (без печати работодателя);Ремонт;1;0.33;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001602;Форма банка (без печати работодателя);Покупка автомобиля;1;0.22;мужской;2;0;высшее;менеджер высшего звена;< 50;0;104;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001622;Поступление зарплаты на счет;Покупка автомобиля;0;0.29;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;23;53;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.2352941176;1;0;0;0;0.2857142857;3;4;52;7;2;0;10;110;1;1;1;1;0;0;0
2;1001642;Поступление зарплаты на счет;Ремонт;1;0.57;мужской;0;0;высшее;специалист;>250;0;77;35;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0289855072;0;0;0;0;0.6;3;2;134;5;2;1;11;64;1;0;0;0;0;0;0
2;1001662;2НДФЛ;Покупка недвижимости/ строительство;1;0.27;мужской;0;0;среднее-специальное;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001682;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.37;женский;2;0;незаконченное высшее;менеджер среднего звена;>250;0;51;39;Другое;ООО;повторный брак;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;31;3;0;2;15;39;0;0;0;0;0;0;0
2;1001702;Форма банка (без печати работодателя);Ремонт;1;0.51;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;50;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0535714286;0;0;0;0;1;2;0;53;2;1;0;27;27;1;0;0;0;0;0;0
2;1001722;Поступление зарплаты на счет;Ремонт;0;0.16;мужской;2;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001742;2НДФЛ;Покупка автомобиля;0;0.17;мужской;2;0;высшее;менеджер среднего звена;>250;0;40;38;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001762;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;18;29;Другое;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.75;3;1;69;4;2;0;8;56;0;0;0;0;0;0;0
2;1001782;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.43;мужской;0;0;высшее;специалист;< 50;0;7;26;Другое;ООО;холост / не замужем;2;2;2;2;2;0;0;1;0;0;0.5;1;1;19;2;0;0;4;19;0;0;0;0;0;0;0
2;1001802;Свободная форма с печатью работодателя;Ремонт;1;0.34;женский;0;0;*n.a.*;специалист;>250;0;45;33;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001822;Поступление зарплаты на счет;Ремонт;1;0.13;мужской;1;0;высшее;менеджер среднего звена;>250;0;167;41;Другое;ЗАО;женат / замужем;1;1;1;1;1;0;1;0;0;0;1;1;0;38;1;1;0;37;37;0;0;0;0;0;0;0
2;1001842;Форма банка (без печати работодателя);Обучение;1;0.29;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001862;Поступление зарплаты на счет;Покупка земли;1;0.29;женский;1;0;незаконченное высшее;специалист;>250;1;33;41;Другое;ООО;разведен / разведена;1;0;0;0;0;0.1063829787;0;0;0;0;0.6666666667;2;1;42;3;2;1;8;38;1;0;0;0;0;0;0
2;1001882;2НДФЛ;Ремонт;1;0.41;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001902;Форма банка (без печати работодателя);Ремонт;1;0.53;мужской;0;0;высшее;менеджер высшего звена;< 50;0;108;51;Торговля;ООО;женат / замужем;5;3;1;1;0;0.0091324201;1;0;0;0;0.5454545455;6;5;217;11;3;1;9;93;1;0;0;0;0;0;0
2;1001922;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1001942;Поступление зарплаты на счет;Другое;1;0.36;женский;1;0;среднее-специальное;менеджер высшего звена;>250;0;32;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0151515152;0;1;0;0;0.5;3;3;65;6;2;1;4;40;1;0;0;0;0;0;0
2;1001962;2НДФЛ;Ремонт;0;0.5;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;395;52;Другое;Иная форма;холост / не замужем;1;1;1;0;0;0.0094339623;1;0;0;0;0.2857142857;2;5;105;7;2;0;11;91;1;0;0;0;0;0;0
2;1001982;Форма банка (без печати работодателя);Покупка автомобиля;0;0.41;мужской;1;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002002;2НДФЛ;Покупка недвижимости/ строительство;1;0.26;мужской;3;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002022;Поступление зарплаты на счет;Покупка автомобиля;0;0.31;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002042;Поступление зарплаты на счет;Ремонт;0;0.14;женский;0;0;второе высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002062;Свободная форма с печатью работодателя;Ремонт;1;0.41;мужской;0;0;высшее;менеджер среднего звена;< 50;0;12;32;Торговля;ООО;женат / замужем;2;1;0;0;0;0.0619834711;0;0;0;0;0.3125;5;11;227;16;1;1;11;94;1;1;1;1;0;0;0
2;1002082;2НДФЛ;Ремонт;0;0.47;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002102;2НДФЛ;Ремонт;0;0.59;женский;0;0;высшее;специалист;>250;3;102;48;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002122;2НДФЛ;Ремонт;0;0.49;мужской;0;0;высшее;специалист;< 50;0;61;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002142;Форма банка (без печати работодателя);Покупка автомобиля;1;0.38;мужской;0;0;высшее;менеджер среднего звена;< 50;0;37;46;Информационные технологии;ЗАО;женат / замужем;1;0;0;0;0;0.004587156;0;0;0;0;0.5;2;2;217;4;0;2;77;86;1;0;0;0;0;0;0
2;1002162;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;0;0;высшее;рабочий;>250;0;51;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002182;2НДФЛ;Ремонт;0;0.42;мужской;0;0;незаконченное высшее;специалист;>250;3;21;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002202;Поступление зарплаты на счет;Обучение;0;0.26;мужской;0;0;незаконченное высшее;специалист;>250;0;63;28;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.184;0;0;0;0;0.5;2;2;102;4;0;0;33;97;1;1;0;0;0;0;0
2;1002222;2НДФЛ;Ремонт;0;0.57;мужской;0;0;высшее;специалист;>250;3;136;37;Другое;Государственное предприятие;холост / не замужем;3;3;3;3;3;0;1;2;0;0;0.8;4;1;26;5;3;0;3;96;0;0;0;0;0;0;0
2;1002242;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;0;0;незаконченное высшее;специалист;>250;0;29;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0666666667;0;0;0;0;0.4;2;3;56;5;1;1;10;28;1;0;0;0;0;0;0
2;1002262;Поступление зарплаты на счет;Другое;1;0.12;мужской;0;0;незаконченное высшее;рабочий;>250;0;9;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002282;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.34;женский;0;0;*n.a.*;специалист;>250;0;13;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002302;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;1;157;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002322;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;специалист;>250;0;9;32;Торговля;ООО;холост / не замужем;2;2;2;2;1;0.0217391304;0;0;0;0;0.3333333333;2;4;90;6;0;0;6;52;1;0;0;0;0;0;0
2;1002342;Поступление зарплаты на счет;Ремонт;1;0.55;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;21;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0384615385;0;1;1;0;0.25;1;3;25;4;1;0;2;60;1;0;0;0;0;0;0
2;1002362;2НДФЛ;Ремонт;1;0.41;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;13;41;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;1;1;64;2;1;1;74;90;0;0;0;0;0;0;0
2;1002382;Поступление зарплаты на счет;Обучение;1;0.3;женский;0;0;высшее;менеджер среднего звена;>250;0;65;29;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;0;1;16;1;0;0;46;46;0;0;0;0;0;0;0
2;1002402;Свободная форма с печатью работодателя;Другое;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1002422;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;< 50;1;143;44;Другое;ООО;женат / замужем;0;0;0;0;0;0.014084507;0;0;0;0;0.5;2;2;70;4;2;1;11;59;1;0;0;0;0;0;0
2;1002442;2НДФЛ;Ремонт;1;0.48;женский;0;0;высшее;специалист;>250;0;55;36;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0.3243243243;0;1;0;0;1;2;0;25;2;1;0;4;30;1;0;0;0;0;0;0
