Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
2;1018102;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.13;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;7;42;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.5744680851;1;0;0;0;0.5;2;2;20;4;0;2;20;28;1;1;0;0;0;0;0
2;1018122;2НДФЛ;Ремонт;1;0.56;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018142;Поступление зарплаты на счет;Отпуск;1;0.16;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;0;25;26;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
2;1018162;2НДФЛ;Ремонт;0;0.46;мужской;0;0;высшее;специалист;>250;0;7;33;Торговля;ООО;холост / не замужем;1;1;1;0;0;0.0186915888;1;1;0;0;0.4;2;3;105;5;1;1;3;59;1;0;0;0;0;0;0
2;1018182;Форма банка (без печати работодателя);Отпуск;0;0.33;мужской;0;0;высшее;специалист;< 50;0;32;25;Сельское и лесное хозяйство;ООО;холост / не замужем;0;0;0;0;0;0.0344827586;1;0;0;0;1;1;0;28;1;1;0;28;28;1;0;0;0;0;0;0
2;1018202;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.29;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;105;38;Торговля;ООО;женат / замужем;3;1;1;0;0;0.0172413793;0;0;0;0;0;0;5;57;5;0;2;24;51;1;0;0;0;0;0;0
2;1018222;2НДФЛ;Покупка автомобиля;0;;мужской;0;0;высшее;специалист;;1;29;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018242;Поступление зарплаты на счет;Ремонт;1;0.51;мужской;0;0;высшее;рабочий;>250;0;82;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018262;2НДФЛ;Покупка недвижимости/ строительство;0;0.46;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;58;37;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
2;1018282;Поступление зарплаты на счет;Другое;0;0.37;мужской;0;0;высшее;специалист;>250;0;96;37;Информационные технологии;ЗАО;холост / не замужем;1;0;0;0;0;0.1417322835;0;0;0;0;0.2222222222;2;7;109;9;1;4;15;74;1;1;1;1;0;0;0
2;1018302;Свободная форма с печатью работодателя;Ремонт;0;0.14;женский;1;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018322;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;0;0;второе высшее;специалист;>250;1;33;26;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;9;3;1;1;6;25;0;0;0;0;0;0;0
2;1018342;2НДФЛ;Покупка недвижимости/ строительство;1;0.55;женский;1;0;высшее;менеджер среднего звена;>250;0;80;33;Торговля;ЗАО;разведен / разведена;3;3;3;3;2;0.0217391304;0;0;0;0;0.25;1;3;45;4;1;0;31;84;1;0;0;0;0;0;0
2;1018362;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;высшее;специалист;>250;1;68;28;Другое;ЗАО;женат / замужем;2;0;0;0;0;0.1279069767;1;2;1;0;0.3333333333;4;8;150;12;3;5;2;99;1;0;0;0;0;0;0
2;1018382;Поступление зарплаты на счет;Ремонт;0;0.52;женский;2;0;высшее;менеджер среднего звена;>250;1;56;31;Торговля;ОАО;женат / замужем;1;0;0;0;0;0.3547486034;1;0;0;0;0.2727272727;3;8;231;11;0;0;44;101;1;1;1;1;0;0;0
2;1018402;Форма банка (без печати работодателя);Другое;1;0.27;женский;2;0;высшее;специалист;>250;0;126;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018422;2НДФЛ;Покупка недвижимости/ строительство;0;0.33;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;106;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018442;2НДФЛ;Ремонт;0;0.19;мужской;2;0;высшее;специалист;>250;0;17;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018462;Поступление зарплаты на счет;Ремонт;0;0.22;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;77;30;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0157480315;1;1;1;0;0.6;3;2;125;5;2;1;2;52;1;0;0;0;0;0;0
2;1018482;2НДФЛ;Покупка автомобиля;0;0.3;женский;0;0;высшее;специалист;>250;3;29;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018502;Поступление зарплаты на счет;Покупка автомобиля;1;0.51;женский;0;0;высшее;менеджер среднего звена;>250;0;101;48;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;2;4;121;6;1;2;14;94;0;0;0;0;0;0;0
2;1018522;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;44;34;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;0.0363636364;0;1;0;0;1;2;0;53;2;0;0;4;50;1;0;0;0;0;0;0
2;1018542;Свободная форма с печатью работодателя;Ремонт;1;0.1;мужской;1;0;среднее-специальное;специалист;< 50;0;12;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018562;2НДФЛ;Ремонт;0;0.13;мужской;0;0;высшее;специалист;>250;0;21;28;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;19;2;0;0;14;26;0;0;0;0;0;0;0
2;1018582;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.45;мужской;2;0;высшее;торговый представитель;>250;0;8;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018602;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;34;32;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;1;3;0;43;3;1;0;3;31;0;0;0;0;0;0;0
2;1018622;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;2;0;высшее;менеджер среднего звена;>250;0;106;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018642;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;2;0;высшее;менеджер среднего звена;< 50;0;72;33;Другое;ООО;женат / замужем;0;0;0;0;0;0.1575757576;1;0;0;0;0.5;3;1;139;4;1;0;7;98;1;0;0;0;0;0;0
2;1018662;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018682;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.45;женский;0;0;среднее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018702;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;3;0;высшее;специалист;>250;0;18;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018722;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;женский;0;0;среднее;менеджер среднего звена;>250;0;19;36;Торговля;ООО;холост / не замужем;2;2;2;2;1;0.0684931507;0;1;0;0;0.4666666667;7;8;136;15;2;0;4;98;1;0;0;0;0;0;0
2;1018742;2НДФЛ;Другое;1;0.49;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018762;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;рабочий;>250;1;13;32;Другое;ООО;женат / замужем;3;3;1;1;0;0;0;2;2;2;0.5;2;2;18;4;1;0;1;18;0;0;0;0;0;0;0
2;1018782;2НДФЛ;Покупка автомобиля;0;0.49;женский;1;0;среднее-специальное;вспомогательный персонал;>250;3;288;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018802;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;17;34;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.0085470085;1;1;0;0;0.1666666667;2;10;116;12;1;2;4;82;1;0;0;0;0;0;0
2;1018822;Форма банка (без печати работодателя);Другое;0;0.32;мужской;0;0;высшее;специалист;>250;0;7;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018842;2НДФЛ;Покупка недвижимости/ строительство;1;0.39;мужской;0;0;высшее;менеджер высшего звена;< 50;0;61;34;Другое;ООО;повторный брак;0;0;0;0;0;0.1463414634;0;0;0;0;0.6;3;2;35;5;1;0;10;97;1;0;0;0;0;0;0
2;1018862;Поступление зарплаты на счет;Ремонт;1;0.44;женский;0;0;высшее;специалист;>250;0;88;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018882;Форма банка (без печати работодателя);Отпуск;0;0.46;мужской;0;0;высшее;менеджер высшего звена;< 50;0;73;32;Другое;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018902;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;0;0;среднее-специальное;специалист;>250;0;9;28;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
2;1018922;Форма банка (без печати работодателя);Ремонт;1;0.29;женский;0;0;высшее;менеджер высшего звена;< 50;0;46;46;Торговля;ООО;разведен / разведена;3;3;2;1;1;0;0;1;1;1;0.3333333333;1;2;8;3;1;0;0;80;0;0;0;0;0;0;0
2;1018942;Поступление зарплаты на счет;Ремонт;1;0.22;мужской;0;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018962;Поступление зарплаты на счет;Покупка автомобиля;1;0.51;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1018982;2НДФЛ;Ремонт;0;0.23;мужской;0;0;среднее-специальное;специалист;>250;0;32;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019002;Поступление зарплаты на счет;Ремонт;1;0.31;женский;0;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019022;2НДФЛ;Ремонт;1;0.47;женский;0;0;высшее;вспомогательный персонал;>250;0;31;49;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0543478261;0;0;0;0;0.1666666667;1;5;87;6;1;3;10;72;1;0;0;0;0;0;0
2;1019042;Свободная форма с печатью работодателя;Ремонт;0;0.58;мужской;0;0;высшее;специалист;>250;0;33;37;Торговля;ООО;разведен / разведена;2;2;2;2;1;0;1;0;0;0;0.2857142857;2;5;83;7;1;0;9;76;0;0;0;0;0;0;0
2;1019062;2НДФЛ;Покупка мебели;1;0.17;женский;1;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019082;2НДФЛ;Ремонт;1;0.59;мужской;1;0;высшее;менеджер высшего звена;< 50;0;31;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019102;Свободная форма с печатью работодателя;Ремонт;0;0.46;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019122;2НДФЛ;Покупка недвижимости/ строительство;0;0.18;женский;1;0;высшее;менеджер среднего звена;>250;0;194;40;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019142;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;рабочий;>250;3;96;56;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;60;2;1;0;6;59;0;0;0;0;0;0;0
2;1019162;Поступление зарплаты на счет;Ремонт;0;0.56;женский;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019182;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;специалист;>250;0;49;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019202;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;1;0;высшее;вспомогательный персонал;>250;0;43;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019222;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;0;0;среднее;рабочий;>250;0;266;55;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019242;2НДФЛ;Ремонт;1;0.51;женский;0;0;высшее;специалист;>250;1;152;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019262;;Покупка автомобиля;0;;женский;3;0;Высшее/Второе высшее/Ученая степень;другое;;0;86;51;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019282;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;0;12;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019302;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;вспомогательный персонал;>250;3;22;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019322;2НДФЛ;Другое;1;0.47;женский;0;0;среднее-специальное;специалист;>250;3;55;47;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
2;1019342;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;81;39;Торговля;ЗАО;холост / не замужем;4;3;3;3;3;0.1363636364;0;0;0;0;0.2857142857;2;5;95;7;2;1;10;93;1;1;0;0;0;0;0
2;1019362;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019382;Поступление зарплаты на счет;Покупка автомобиля;0;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;230;45;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019402;2НДФЛ;Ремонт;0;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;52;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019422;2НДФЛ;Отпуск;0;0.48;женский;0;0;высшее;менеджер среднего звена;>250;0;90;52;Торговля;ЗАО;холост / не замужем;2;0;0;0;0;0.0178571429;1;0;0;0;0.4285714286;3;4;110;7;2;0;13;98;1;0;0;0;0;0;0
2;1019442;Поступление зарплаты на счет;Ремонт;0;0.18;мужской;1;0;высшее;специалист;>250;1;24;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019462;Поступление зарплаты на счет;Ремонт;0;0.36;мужской;1;0;высшее;специалист;>250;0;64;39;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019482;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;менеджер среднего звена;>250;1;8;34;Другое;ООО;женат / замужем;1;1;1;1;1;0.0555555556;0;0;0;0;0.6666666667;2;1;102;3;0;1;21;57;1;0;0;0;0;0;0
2;1019502;Поступление зарплаты на счет;Отпуск;0;0.27;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019522;Форма банка (без печати работодателя);Отпуск;0;0.49;женский;0;0;высшее;специалист;>250;0;68;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019542;Форма банка (без печати работодателя);Ремонт;1;0.23;женский;0;0;высшее;менеджер высшего звена;< 50;0;33;29;Другое;ООО;холост / не замужем;2;0;0;0;0;0.0638297872;1;0;0;0;0.2;1;4;44;5;0;0;11;54;1;0;0;0;0;0;0
2;1019562;Поступление зарплаты на счет;Ремонт;1;0.23;женский;2;0;высшее;менеджер среднего звена;>250;0;62;32;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;16;2;0;0;23;40;0;0;0;0;0;0;0
2;1019582;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;2;0;среднее;торговый представитель;>250;0;6;23;Другое;ООО;холост / не замужем;1;1;1;0;0;0.3461538462;0;1;0;0;0.3333333333;1;2;17;3;0;0;5;66;1;1;1;0;0;0;0
2;1019602;Поступление зарплаты на счет;Покупка автомобиля;0;0.4;женский;1;0;высшее;специалист;>250;1;62;30;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;2;4;74;6;2;2;14;40;0;0;0;0;0;0;0
2;1019622;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;2;0;среднее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019642;Поступление зарплаты на счет;Ремонт;1;0.14;мужской;1;0;высшее;специалист;>250;0;6;29;Другое;ООО;женат / замужем;2;1;0;0;0;0;1;0;0;0;0;0;3;36;3;0;3;29;55;0;0;0;0;0;0;0
2;1019662;Форма банка (без печати работодателя);Покупка автомобиля;0;0.2;мужской;0;0;высшее;специалист;>250;0;10;32;Другое;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0.25;1;3;69;4;0;2;18;92;0;0;0;0;0;0;0
2;1019682;Поступление зарплаты на счет;Ремонт;0;0.51;мужской;0;0;высшее;рабочий;>250;1;30;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019702;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.57;мужской;0;0;высшее;специалист;>250;0;89;35;Торговля;ООО;холост / не замужем;3;2;1;0;0;0.0473933649;0;0;0;0;0.2727272727;3;8;201;11;1;4;12;86;1;0;0;0;0;0;0
2;1019722;Форма банка (без печати работодателя);Ремонт;0;0.49;мужской;3;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019742;2НДФЛ;Ремонт;0;0.29;мужской;1;0;высшее;специалист;>250;0;12;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019762;2НДФЛ;Ремонт;1;0.37;мужской;2;0;второе высшее;менеджер среднего звена;>250;1;76;44;Другое;ООО;женат / замужем;0;0;0;0;0;0.5205479452;0;0;0;0;0.75;3;1;35;4;2;1;27;64;1;1;1;1;0;0;0
2;1019782;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019802;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;0;0;высшее;специалист;>250;0;102;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019822;Поступление зарплаты на счет;Покупка автомобиля;1;0.4;мужской;2;0;высшее;рабочий;>250;0;28;32;Другое;ЗАО;женат / замужем;2;1;1;0;0;0;0;1;1;1;0.2142857143;3;11;110;14;2;2;0;41;0;0;0;0;0;0;0
2;1019842;Поступление зарплаты на счет;Ремонт;0;0.14;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;9;27;Другое;ООО;холост / не замужем;0;0;0;0;0;0.4179104478;0;0;0;0;1;2;0;39;2;1;0;28;36;1;0;0;0;0;0;0
2;1019862;Поступление зарплаты на счет;Ремонт;1;0.28;женский;0;0;среднее;специалист;>250;0;59;48;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;30;3;0;2;18;31;0;0;0;0;0;0;0
2;1019882;2НДФЛ;Покупка автомобиля;0;0.35;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019902;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;1;0;высшее;специалист;< 50;0;67;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019922;Поступление зарплаты на счет;Ремонт;0;0.49;женский;1;0;среднее-специальное;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019942;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019962;Поступление зарплаты на счет;Ремонт;1;0.12;мужской;1;0;среднее-специальное;рабочий;>250;0;27;45;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1019982;2НДФЛ;Покупка недвижимости/ строительство;1;0.47;мужской;1;0;высшее;менеджер среднего звена;>250;0;256;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020002;2НДФЛ;Покупка земли;1;0.49;мужской;0;0;высшее;рабочий;>250;1;19;30;Информационные технологии;ООО;холост / не замужем;2;0;0;0;0;0;0;1;0;0;0.75;3;1;35;4;2;1;4;14;0;0;0;0;0;0;0
2;1020022;2НДФЛ;Ремонт;1;0.58;женский;2;0;среднее-специальное;рабочий;>250;1;37;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020042;Поступление зарплаты на счет;Отпуск;1;0.1;женский;0;0;высшее;специалист;>250;0;54;27;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.5;0;0;0;0;0;0;1;3;1;0;0;83;83;1;1;0;0;0;0;0
2;1020062;2НДФЛ;Ремонт;1;0.49;женский;0;0;среднее-специальное;рабочий;< 50;0;404;53;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;27;2;0;0;40;49;0;0;0;0;0;0;0
2;1020082;2НДФЛ;Ремонт;0;0.17;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020102;;Ремонт;0;;женский;1;0;высшее;другое;;1;63;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020122;Поступление зарплаты на счет;Покупка земли;0;0.35;женский;0;0;высшее;вспомогательный персонал;>250;0;12;36;Другое;ООО;холост / не замужем;1;1;1;1;0;0.3544018059;1;0;0;0;0.2;3;7;286;10;1;3;66;104;1;1;1;1;0;0;0
2;1020142;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;1;0;второе высшее;менеджер высшего звена;< 50;0;84;40;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0573248408;1;0;0;0;0.5714285714;4;3;148;7;1;1;12;77;1;0;0;0;0;0;0
2;1020162;2НДФЛ;Ремонт;1;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;38;26;Другое;ООО;холост / не замужем;1;1;0;0;0;0.140625;0;0;0;0;0.4;2;3;55;5;1;0;15;77;1;1;0;0;0;0;0
2;1020182;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;0;0;высшее;вспомогательный персонал;>250;0;73;39;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;77;3;1;1;23;73;0;0;0;0;0;0;0
2;1020202;2НДФЛ;Покупка недвижимости/ строительство;1;0.39;мужской;0;0;среднее-специальное;специалист;>250;0;21;24;Торговля;ООО;разведен / разведена;2;0;0;0;0;0;0;0;0;0;0.2;1;4;25;5;0;1;9;75;0;0;0;0;0;0;0
2;1020222;2НДФЛ;Покупка недвижимости/ строительство;0;;мужской;1;0;среднее-специальное;;;3;26;52;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020242;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;32;32;Торговля;ООО;женат / замужем;7;2;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;2;2;0;0;0;0;0;0;0
2;1020262;Поступление зарплаты на счет;Ремонт;1;0.41;женский;2;0;высшее;специалист;>250;0;27;32;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.4;2;3;61;5;1;1;4;95;0;0;0;0;0;0;0
2;1020282;Свободная форма с печатью работодателя;Отпуск;1;0.24;женский;1;0;высшее;менеджер среднего звена;< 50;0;51;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020302;Форма банка (без печати работодателя);Ремонт;0;0.04;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;121;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020322;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;82;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020342;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;1;36;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0674157303;0;1;0;0;0.25;2;6;83;8;2;2;3;43;1;0;0;0;0;0;0
2;1020362;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020382;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;27;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020402;Поступление зарплаты на счет;Покупка бытовой техники;1;0.28;мужской;0;0;высшее;специалист;>250;0;75;28;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;4;2;0;0;41;68;0;0;0;0;0;0;0
2;1020422;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;1;0;среднее-специальное;вспомогательный персонал;< 50;0;18;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020442;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;высшее;специалист;>250;0;25;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.2222222222;2;7;45;9;0;0;17;39;0;0;0;0;0;0;0
2;1020462;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>250;0;20;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1020482;2НДФЛ;Ремонт;1;0.35;мужской;0;0;высшее;вспомогательный персонал;>250;0;47;39;Торговля;ООО;холост / не замужем;6;6;6;1;1;0.1707317073;1;0;0;0;0.5;2;2;34;4;2;0;12;34;1;0;0;0;0;0;0
2;1020502;Свободная форма с печатью работодателя;Ремонт;0;0.26;мужской;0;0;высшее;специалист;>250;0;11;36;Торговля;ООО;холост / не замужем;2;2;2;2;2;0;0;0;0;0;0;0;1;2;1;0;0;63;63;0;0;0;0;0;0;0
2;1020522;2НДФЛ;Покупка недвижимости/ строительство;0;0.39;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;50;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
